6591,313;4,593;-2,07;6591,293;0,01
5058,498;3,642;-2,83;5058,49;0,009
5742,96;4,178;-2,51;5742,96;0,008
5680,24;4,186;-2,58;5680,234;0,009
5861,11;4,283;-2,45;5861,103;0,009
5611,36;3,635;-2,99;5611,334;0,007
5849,684;3,694;-2,99;5849,676;0,007
5677,685;4,103;-2,7;5677,687;0,004
5853,148;1,485;-5,28;5853,137;0,006
5552,694;4,955;-1,99;5552,68;0,007
